"Id","ConfigureDuringSale","Description","DisplayUrl","Family","IsActive","IsAssetizable","IsSoldOnlyWithOtherProds","Name","ProductCode","QuantityUnitOfMeasure","StockKeepingUnit","Type","BasedOnId","UnitOfMeasureId","Errors"
"01tdq00000AS4l6AAD","Allowed","An industry-standard L-type jaw coupling hub made from durable sintered iron. It's used with another hub and an elastomer ""spider"" to transmit torque while damping system vibrations. Ideal for standard motor-to-shaft connections.","/resource/jawcoupling2","Industrial","true","true","false","L095 Jaw Coupling Hub, Sintered Iron, 1/2"" Bore","BG-CPL-6001","Each","BG-CPL-6001","#N/A","#N/A","0hEdq0000001176EAA","#N/A"
"01tdq00000AS4l7AAD","Allowed","The flexible elastomer insert for an L095 series jaw coupling assembly. Made from Buna-N rubber, it offers excellent oil resistance and vibration-dampening properties. This component serves as the power-transmitting and shock-absorbing element.","/resource/jawcoupling","Industrial","true","false","false","Jaw Coupling Spider, Buna-N Rubber","BG-CPL-6002","Each","BG-CPL-6002","#N/A","#N/A","0hEdq0000001176EAA","#N/A"
"01tdq00000AS4l8AAD","Allowed","A one-piece rigid coupling designed to connect two shafts with high torsional stiffness and precise alignment. Made from black oxide-coated steel for corrosion resistance, it uses clamping screws for a secure, non-marring grip on the shaft.","/resource/rigidclamp","Industrial","true","false","false","Rigid Clamp Coupling, One-Piece, Steel, 3/4"" Bore","BG-CPL-6003","Each","BG-CPL-6003","#N/A","#N/A","0hEdq0000001176EAA","#N/A"
"01tdq00000AS4l9AAD","Allowed","A complete, ready-to-assemble L095 jaw coupling kit for connecting two 1/2"" shafts. Includes two hubs and one standard Buna-N spider for vibration damping.","/resource/couplingkit","Industrial","true","true","false","L095 Jaw Coupling Assembly Kit, 1/2"" Bore","BG-KIT-CPL95","Each","BG-KIT-CPL95","Bundle","#N/A","0hEdq0000001176EAA","#N/A"
"01tdq00000AS4lAAAT","Allowed","A complete system for variable-speed control. This kit includes a 1 HP, 1800 RPM three-phase motor and a matching 1 HP VFD that accepts 240V single-phase input.","/resource/motorkit","Industrial","true","true","false","1HP Motor & VFD Control System","BG-KIT-MTR1","Each","BG-KIT-MTR1","Bundle","#N/A","0hEdq0000001176EAA","#N/A"
"01tdq00000AS4lBAAT","Allowed","A general-purpose three-phase electric motor designed for pumps, fans, and conveyors. Features a Totally Enclosed Fan Cooled (TEFC) enclosure to protect against dust and moisture. Built to NEMA 145T frame standards and operates on 208-230/460V power.","/resource/threephasemotor","Industrial","true","false","false","Three-Phase AC Motor, 1 HP, 1800 RPM, 145T Frame, TEFC","BG-MTR-1201","Each","BG-MTR-1201","#N/A","#N/A","0hEdq0000001176EAA","#N/A"
"01tdq00000AS4lCAAT","Allowed","A compact VFD for controlling the speed of a 1 HP three-phase AC motor. Accepts single-phase 240V input. Features adjustable acceleration/deceleration, dynamic braking, and a digital operator panel for easy programming and monitoring.","/resource/vfd","Industrial","true","false","false","Variable Frequency Drive (VFD), 1 HP, 240V Input","BG-MTR-1202","Each","BG-MTR-1202","#N/A","#N/A","0hEdq0000001176EAA","#N/A"
"01tdq00000AS4lDAAT","Allowed","An NFPA interchangeable stainless steel air cylinder for linear push/pull applications. Features a 2-inch bore, 6-inch stroke, and a magnetic piston for use with position sensors. Rated for a maximum pressure of 250 PSI.","/resource/aircylinder","Industrial","true","false","false","Pneumatic Air Cylinder, Double-Acting, 2"" Bore, 6"" Stroke","BG-PNH-9001","Each","BG-PNH-9001","#N/A","#N/A","0hEdq0000001176EAA","#N/A"
"01tdq00000AS4lEAAT","Allowed","A single solenoid valve for directing airflow in pneumatic circuits. Actuated by a 120V AC electrical signal, it features 1/4-inch NPT ports and includes a manual override button for system testing and diagnostics.","/resource/solenoid_5port","Industrial","true","false","false","5-Port 2-Position Solenoid Valve, 1/4"" NPT","BG-PNH-9002","Each","BG-PNH-9002","#N/A","#N/A","0hEdq0000001176EAA","#N/A"
"01tdq00000AS4lFAAT","Allowed","A chemical compound that reduces the rate of corrosion on metal surfaces.","/resource/1743026054000/CI3000Drum?","Chemical","true","false","false","Corrosion Inhibitor (CI-3000) - 200L Drum","CI-3000-200L","#N/A","CI-3000-200L","#N/A","#N/A","0hEdq000000116zEAA","#N/A"
"01tdq00000AS4lGAAT","Allowed","A chemical compound that reduces the rate of corrosion on metal surfaces.","/resource/1743026095000/CI3000Pail?","Chemical","true","false","false","Corrosion Inhibitor (CI-3000) - 20L Pail","CI-3000-20L","#N/A","CI-3000-20L","#N/A","#N/A","0hEdq0000001171EAA","#N/A"
"01tdq00000AS4lHAAT","Allowed","For site preparation, including grading, concrete pad design, and foundation stability.","#N/A","#N/A","true","false","false","Civil Engineer","Civil-Engineer","#N/A","Civil-Engineer","#N/A","#N/A","#N/A","#N/A"
"01tdq00000AS4lIAAT","Allowed","The CUGR Series delivers power output within a few seconds with industry leading load factors even in extreme ambient conditions.","/resource/1736281665000/generators/1200kw.png","Generator Set","true","true","false","CUGR Generator Set","CUGR-FRD","#N/A","CUGR-FRD","Bundle","#N/A","#N/A","#N/A"
"01tdq00000AS4lJAAT","Allowed","A chemical additive that eliminates or prevents the formation of foam.","/resource/1743026138000/DF4000Drum?","Chemical","true","false","false","Defoamer (DF-4000) - 200L Drum","DF-4000-200L","#N/A","DF-4000-200L","#N/A","#N/A","0hEdq000000116zEAA","#N/A"
"01tdq00000AS4lKAAT","Allowed","A chemical additive that eliminates or prevents the formation of foam.","/resource/1743026174000/DF4000Pail?","Chemical","true","false","false","Defoamer (DF-4000) - 20L Pail","DF-4000-20L","#N/A","DF-4000-20L","#N/A","#N/A","0hEdq0000001171EAA","#N/A"
"01tdq00000AS4lLAAT","Allowed","This rugged bucket offers weld-on or bolt-on cutting edge backed up by a skid-bar that strengthens the bucket bottom for added durability. Round back design enhances loading and cleanout. This bucket is ideal for everything from digging to material handling.","/resource/1743026215000/DirtBucket?","#N/A","true","true","false","Dirt Bucket","DIRT-BUCKET","#N/A","DIRT-BUCKET","#N/A","11Bdq000006qFNhEAM","#N/A","#N/A"
"01tdq00000AS4lMAAT","#N/A","To analyze the building's power requirements, load calculations, and determine the correct generator capacity.","#N/A","Service","true","false","false","Electrical Engineer","Electrical-Engineer","#N/A","Electrical-Engineer","#N/A","#N/A","#N/A","#N/A"
"01tdq00000AS4lNAAT","Allowed","High-performance spark plugs designed to enhance engine efficiency, improve fuel economy, and ensure smooth ignition for reliable vehicle performance.","/resource/1743027030000/SparkPlugs?","#N/A","true","false","false","Spark Plugs","EP-43253","#N/A","EP-43253","#N/A","#N/A","#N/A","#N/A"
"01tdq00000AS4lOAAT","Allowed","A thermosetting resin that creates strong, durable, and chemical-resistant bonds.","/resource/1743026293000/EPX500Drum?","Chemical","true","false","false","Epoxy Resin (EPX-500) - 200KG Drum","EPX-500-200KG","#N/A","EPX-500-200KG","#N/A","#N/A","0hEdq000000116yEAA","#N/A"
"01tdq00000AS4lPAAT","Allowed","A thermosetting resin that creates strong, durable, and chemical-resistant bonds.","/resource/1743026329000/EPX500Pail?","Chemical","true","false","false","Epoxy Resin (EPX-500) - 20KG PAIL","EPX-500-20KG","#N/A","EPX-500-20KG","#N/A","#N/A","0hEdq0000001170EAA","#N/A"
"01tdq00000AS4lQAAT","Allowed","Extended Warranty that can be sold stand-alone or with a service contract.","/resource/1743026252000/Warranty?","#N/A","true","true","false","Extended Warranty","EW","#N/A","EW","#N/A","#N/A","#N/A","#N/A"
"01tdq00000AS4lRAAT","Allowed","Fluid Analysis for Heavy Equipment","/resource/1743026407000/FluidAnalysis?","#N/A","true","true","true","Fluid Analysis","FA-Entitlement","#N/A","FA-Entitlement","#N/A","#N/A","#N/A","#N/A"
"01tdq00000AS4lSAAT","#N/A","#N/A","#N/A","Hardware","true","true","false","FESBA 1200kW","FESBA_1200","#N/A","FESBA_1200","#N/A","11Bdq000006qFNnEAM","#N/A","#N/A"
"01tdq00000AS4lTAAT","Allowed","#N/A","#N/A","Hardware","true","true","false","FESBA 1500kW","FESBA_1500","#N/A","FESBA_1500","#N/A","11Bdq000006qFNnEAM","#N/A","#N/A"
"01tdq00000AS4lUAAT","Allowed","The  FESBA Series generator set performs at the highest level, featuring a robust design and optimal fuel consumption. A perfect solution for mission-critical applications.","https://velocedev--c.test1.vf.pc-rnd.force.com/resource/1736281665000/generators/3000kw.png","Hardware","true","true","false","FESBA 1750kW","FESBA_1750","#N/A","FESBA_1750","#N/A","11Bdq000006qFNnEAM","#N/A","#N/A"
"01tdq00000AS4lVAAT","#N/A","#N/A","#N/A","Hardware","true","true","false","FESBA 2500kW","FESBA_2500","#N/A","FESBA_2500","#N/A","11Bdq000006qFNnEAM","#N/A","#N/A"
"01tdq00000AS4lWAAT","#N/A","#N/A","#N/A","Hardware","true","true","false","Engine - QSK60-G6","FESBA_2940","#N/A","FESBA_2940","#N/A","#N/A","#N/A","#N/A"
"01tdq00000AS4lXAAT","#N/A","#N/A","#N/A","Hardware","true","true","false","Fuel Filters-Engine, Standard","FESBA_3090","#N/A","FESBA_3090","#N/A","#N/A","#N/A","#N/A"
"01tdq00000AS4lYAAT","#N/A","#N/A","#N/A","Hardware","true","true","false","PMG","FESBA_3750","#N/A","FESBA_3750","#N/A","#N/A","#N/A","#N/A"
"01tdq00000AS4lZAAT","#N/A","#N/A","#N/A","Service","true","true","false","Test - Standard Factory","FESBA_5860","#N/A","FESBA_5860","#N/A","#N/A","#N/A","#N/A"
"01tdq00000AS4laAAD","#N/A","#N/A","#N/A","Hardware","true","true","false","FESBA 900kW","FESBA_900","#N/A","FESBA_900","Bundle","11Bdq000006qFNnEAM","#N/A","#N/A"
"01tdq00000AS4lbAAD","#N/A","#N/A","#N/A","Hardware","true","true","false","Heater-Alternator, 120 Volt AC","FESBA_A292-2","#N/A","FESBA_A292-2","#N/A","#N/A","#N/A","#N/A"
"01tdq00000AS4lcAAD","#N/A","#N/A","#N/A","Hardware","true","true","false","Heater-Alternator, 240 Volt AC","FESBA_A293-2","#N/A","FESBA_A293-2","#N/A","#N/A","#N/A","#N/A"
"01tdq00000AS4ldAAD","#N/A","#N/A","#N/A","Hardware","true","true","false","Battery Charging Alternator","FESBA_A333-2","#N/A","FESBA_A333-2","#N/A","#N/A","#N/A","#N/A"
"01tdq00000AS4leAAD","#N/A","#N/A","#N/A","Hardware","true","true","false","Electric Starter Motor - 24V DC","FESBA_A334-2","#N/A","FESBA_A334-2","#N/A","#N/A","#N/A","#N/A"
"01tdq00000AS4lfAAD","#N/A","#N/A","#N/A","Hardware","true","true","false","Packing-None","FESBA_A358-2","#N/A","FESBA_A358-2","#N/A","#N/A","#N/A","#N/A"
"01tdq00000AS4lgAAD","#N/A","#N/A","#N/A","Hardware","true","true","false","Heater-Alternator, 110/220 (120/240) Volt AC","FESBA_A416-2","#N/A","FESBA_A416-2","#N/A","#N/A","#N/A","#N/A"
"01tdq00000AS4lhAAD","#N/A","#N/A","#N/A","Hardware","true","true","false","120/240VAC compatible","FESBA_A460-2","#N/A","FESBA_A460-2","#N/A","#N/A","#N/A","#N/A"
"01tdq00000AS4liAAD","#N/A","#N/A","#N/A","Hardware","true","true","false","Temp Sens-Stator, 2 RTD/Ph","FESBA_B225-2","#N/A","FESBA_B225-2","#N/A","#N/A","#N/A","#N/A"
"01tdq00000AS4ljAAD","#N/A","#N/A","#N/A","Hardware","true","true","false","Bearing,1 RTD NDE","FESBA_B244-2","#N/A","FESBA_B244-2","#N/A","#N/A","#N/A","#N/A"
"01tdq00000AS4lkAAD","#N/A","#N/A","#N/A","Hardware","true","true","false","Alternator - 60Hz, 3-Phase, Wye, 2400/4160V, 105/80C, StbyPrm","FESBA_B313-2","#N/A","FESBA_B313-2","#N/A","11Bdq000006qFNlEAM","#N/A","#N/A"
"01tdq00000AS4llAAD","#N/A","#N/A","#N/A","Hardware","true","true","false","ALT-60Hz, Wye,12.47-13.8kV,125/105/80C (S/P/C)","FESBA_B448-2","#N/A","FESBA_B448-2","#N/A","11Bdq000006qFNlEAM","#N/A","#N/A"
"01tdq00000AS4lmAAD","#N/A","#N/A","#N/A","Hardware","true","true","false","ALT-60Hz,2400/4160V,125/105/80C (S/P/C)","FESBA_B467-2","#N/A","FESBA_B467-2","#N/A","11Bdq000006qFNlEAM","#N/A","#N/A"
"01tdq00000AS4lnAAD","#N/A","#N/A","#N/A","Hardware","true","true","false","ALT-60Hz,Wye,12.47kV,105/80C (S/P)","FESBA_B567-2","#N/A","FESBA_B567-2","#N/A","11Bdq000006qFNlEAM","#N/A","#N/A"
"01tdq00000AS4loAAD","#N/A","#N/A","#N/A","Hardware","true","true","false","Alt-60Hz,Wye,220/380V,150/125/105C-SD/P/C,40C amb","FESBA_B595-2","#N/A","FESBA_B595-2","#N/A","11Bdq000006qFNlEAM","#N/A","#N/A"
"01tdq00000AS4lpAAD","#N/A","#N/A","#N/A","Hardware","true","true","false","Alt-60Hz,Wye,220/380V,125/105/80C-StbyPrmCont","FESBA_B598-2","#N/A","FESBA_B598-2","#N/A","11Bdq000006qFNlEAM","#N/A","#N/A"
"01tdq00000AS4lqAAD","#N/A","#N/A","#N/A","Hardware","true","true","false","Alt-60Hz,Wye,220/380V,105/80C-StbyPrm","FESBA_B599-2","#N/A","FESBA_B599-2","#N/A","11Bdq000006qFNlEAM","#N/A","#N/A"
"01tdq00000AS4lrAAD","#N/A","#N/A","#N/A","Hardware","true","true","false","Alternator-60Hz, 3Phase, 480Volt, 105/80C-StbyPrm","FESBA_B600-2","#N/A","FESBA_B600-2","#N/A","11Bdq000006qFNlEAM","#N/A","#N/A"
"01tdq00000AS4lsAAD","#N/A","#N/A","#N/A","Hardware","true","true","false","Alternator-60Hz, 3Phase, 480Volt, 80C-Stby","FESBA_B601-2","#N/A","FESBA_B601-2","#N/A","11Bdq000006qFNlEAM","#N/A","#N/A"
"01tdq00000AS4ltAAD","#N/A","#N/A","#N/A","Hardware","true","true","false","Alt-60Hz,347/600V,125/105/80C-SPC","FESBA_B602-2","#N/A","FESBA_B602-2","#N/A","11Bdq000006qFNlEAM","#N/A","#N/A"
"01tdq00000AS4luAAD","#N/A","#N/A","#N/A","Hardware","true","true","false","Alternator-60Hz, 347/600Volt, 105/80C-StbyPrm","FESBA_B603-2","#N/A","FESBA_B603-2","#N/A","11Bdq000006qFNlEAM","#N/A","#N/A"
"01tdq00000AS4lvAAD","#N/A","#N/A","#N/A","Hardware","true","true","false","Alternator-60Hz, 347/600Volt, 80C-Stby","FESBA_B604-2","#N/A","FESBA_B604-2","#N/A","11Bdq000006qFNlEAM","#N/A","#N/A"
"01tdq00000AS4lwAAD","#N/A","#N/A","#N/A","Hardware","true","true","false","Alternator-60Hz, Wye, 12.47kVolt, 80C-Stby","FESBA_B607-2","#N/A","FESBA_B607-2","#N/A","11Bdq000006qFNlEAM","#N/A","#N/A"
"01tdq00000AS4lxAAD","#N/A","#N/A","#N/A","Hardware","true","true","false","Alt-60Hz, Wye, 13.2-13.8kVolt, 105/80C-StbyPrm","FESBA_B612-2","#N/A","FESBA_B612-2","#N/A","11Bdq000006qFNlEAM","#N/A","#N/A"
"01tdq00000AS4lyAAD","#N/A","#N/A","#N/A","Hardware","true","true","false","Alternator-60Hz, Wye, 13.2-13.8kVolt, 80C-Stby","FESBA_B628-2","#N/A","FESBA_B628-2","#N/A","11Bdq000006qFNlEAM","#N/A","#N/A"
"01tdq00000AS4lzAAD","#N/A","#N/A","#N/A","Hardware","true","true","false","Alternator-60 Hz, Wye, 380 Volt, 80C-Stby","FESBA_B660-2","#N/A","FESBA_B660-2","#N/A","11Bdq000006qFNlEAM","#N/A","#N/A"
"01tdq00000AS4m0AAD","#N/A","#N/A","#N/A","Hardware","true","true","false","Alt-60Hz,Wye,440V,125-80C-SPC","FESBA_B663-2","#N/A","FESBA_B663-2","#N/A","11Bdq000006qFNlEAM","#N/A","#N/A"
"01tdq00000AS4m1AAD","#N/A","#N/A","#N/A","Hardware","true","true","false","Alternator-60 Hz, Wye, 440 Volt,105/80C-StbyPrm","FESBA_B664-2","#N/A","FESBA_B664-2","#N/A","11Bdq000006qFNlEAM","#N/A","#N/A"
"01tdq00000AS4m2AAD","#N/A","#N/A","#N/A","Hardware","true","true","false","Alternator-60Hz, Wye, 440 Volt,80C-Stby","FESBA_B688-2","#N/A","FESBA_B688-2","#N/A","11Bdq000006qFNlEAM","#N/A","#N/A"
"01tdq00000AS4m3AAD","#N/A","#N/A","#N/A","Hardware","true","true","false","Alt-60Hz,Wye,440V,150/125SP,40C amb","FESBA_B691-2","#N/A","FESBA_B691-2","#N/A","11Bdq000006qFNlEAM","#N/A","#N/A"
"01tdq00000AS4m4AAD","#N/A","#N/A","#N/A","Hardware","true","true","false","Alternator-60 Hz,Wye,240/416 Volt,105/80C-StbyPrm","FESBA_B715-2","#N/A","FESBA_B715-2","#N/A","11Bdq000006qFNlEAM","#N/A","#N/A"
"01tdq00000AS4m5AAD","#N/A","#N/A","#N/A","Hardware","true","true","false","Hardened Bearing Cartridge","FESBA_B791-2","#N/A","FESBA_B791-2","#N/A","#N/A","#N/A","#N/A"
"01tdq00000AS4m6AAD","#N/A","#N/A","#N/A","Hardware","true","true","false","Alt-60Hz, 3Phase, 480Volt, 125/105/80C-StbyPrmCont","FESBA_B801-2","#N/A","FESBA_B801-2","#N/A","11Bdq000006qFNlEAM","#N/A","#N/A"
